City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
342,Camanducaia,BR,-22.7553,-46.1447,60.08,68,34,2.62,scattered clouds
343,Zimovniki,RU,47.1483,42.4633,63.0,57,2,6.06,clear sky
344,Bouillon,BE,49.7932,5.067,62.85,91,26,5.82,scattered clouds
345,Ilulissat,GL,69.2167,-51.1,51.82,82,100,8.05,overcast clouds
346,Port Macquarie,AU,-31.4333,152.9167,60.89,80,99,14.54,overcast clouds
347,Bignona,SN,12.8103,-16.2264,78.84,93,100,2.08,moderate rain
348,Vikhorevka,RU,56.1201,101.1636,60.39,75,33,2.46,scattered clouds
349,Kununurra,AU,-15.7667,128.7333,53.58,87,6,4.61,clear sky
350,Dunedin,NZ,-45.8742,170.5036,44.46,83,94,2.28,overcast clouds
351,Chissamba,AO,-12.1667,17.3333,61.48,37,23,2.59,few clouds
352,Lulea,SE,65.5842,22.1547,62.67,100,75,1.14,broken clouds
353,Hollins,US,37.3413,-79.9431,91.24,55,40,9.22,scattered clouds
354,Kaitangata,NZ,-46.2817,169.8464,44.74,86,97,2.42,overcast clouds
355,Puerto Carreno,CO,6.189,-67.4859,78.78,89,40,3.44,scattered clouds
356,Morwell,AU,-38.2333,146.4,47.41,90,33,2.24,scattered clouds
357,Rio Gallegos,AR,-51.6226,-69.2181,32.05,74,0,19.57,clear sky
358,Pangnirtung,CA,66.1451,-65.7125,42.8,93,100,8.05,overcast clouds
359,Yerofey Pavlovich,RU,53.9667,121.9667,69.17,81,45,2.13,scattered clouds
360,Greenwood,US,34.1668,-82.1165,86.36,72,75,12.66,broken clouds
361,Aldan,RU,58.6031,125.3894,65.41,81,60,1.66,broken clouds
362,Hambantota,LK,6.1241,81.1185,78.62,83,100,20.45,overcast clouds
363,Fethiye,TR,36.6217,29.1164,71.47,33,0,7.9,clear sky
364,Sovetskiy,RU,61.3614,63.5842,56.01,66,58,2.64,light rain
365,Makarov,RU,48.6333,142.8,59.04,90,100,3.94,overcast clouds
366,Howell,US,42.6073,-83.9294,88.92,49,40,16.11,scattered clouds
367,Zemes,RO,46.5833,26.4167,58.41,48,0,5.32,clear sky
368,Srednekolymsk,RU,67.45,153.6833,53.82,40,0,8.03,clear sky
369,Hervey Bay,AU,-25.2986,152.8535,64.0,88,99,22.28,overcast clouds
370,Hit,IQ,33.6416,42.8251,91.06,17,0,11.16,clear sky
371,Batagay,RU,67.6333,134.6333,63.55,56,90,3.04,overcast clouds
372,Camacha,PT,33.0833,-16.3333,67.42,68,75,17.27,broken clouds
373,Tambovka,RU,50.0969,128.0489,71.08,74,42,5.06,scattered clouds
374,Flin Flon,CA,54.7682,-101.865,69.64,52,75,11.5,broken clouds
375,Gazojak,TM,41.1875,61.4036,92.3,16,0,13.78,clear sky
376,Faanui,PF,-16.4833,-151.75,77.54,72,12,10.6,light rain
377,Rojhan,PK,28.6868,69.9534,85.75,65,99,4.56,overcast clouds
378,Penzance,GB,50.1186,-5.5371,57.88,73,100,13.58,overcast clouds
379,Castro Verde,PT,37.6983,-8.0858,76.42,55,10,7.16,clear sky
380,Ahuimanu,US,21.4447,-157.8378,83.91,68,40,19.57,moderate rain
381,Kangaatsiaq,GL,68.3065,-53.4641,43.29,90,100,22.73,overcast clouds
382,Woodward,US,36.4337,-99.3904,97.83,35,0,13.8,clear sky
383,Vila Franca Do Campo,PT,37.7167,-25.4333,74.19,81,69,2.59,broken clouds
384,Karratha,AU,-20.7377,116.8463,68.0,82,0,7.76,clear sky
385,Cockburn Town,TC,21.4612,-71.1419,84.16,70,40,17.27,scattered clouds
386,Bowen,AU,-20.0167,148.2333,64.29,78,41,4.92,scattered clouds
387,Balkanabat,TM,39.5108,54.3671,85.26,48,0,4.76,clear sky
388,Mettur,IN,11.8,77.8,79.32,81,100,1.39,moderate rain
389,Barra Da Estiva,BR,-13.6261,-41.3269,63.55,75,88,4.85,overcast clouds
390,Zhmerynka,UA,49.037,28.112,57.52,77,0,8.3,clear sky
391,Galeana,MX,24.8333,-100.0667,72.01,52,62,5.97,light rain
392,Ouegoa,NC,-20.35,164.4333,78.8,76,90,15.43,overcast clouds
393,Lorengau,PG,-2.0226,147.2712,83.59,74,87,10.16,overcast clouds
394,Saint Anthony,US,45.0205,-93.218,87.82,35,0,18.41,clear sky
395,Palmer,US,42.1584,-72.3287,88.41,55,20,16.11,few clouds
396,Ajaccio,FR,42.0,8.9167,75.25,73,0,5.75,clear sky
397,Ubinskoye,RU,55.3068,79.6802,56.73,97,9,10.69,clear sky
398,Ketchikan,US,55.3422,-131.6461,63.07,67,100,6.91,overcast clouds
399,Bridlington,GB,54.0831,-0.1919,60.89,81,100,6.22,overcast clouds
400,Guca,RS,43.7767,20.2253,64.29,46,4,4.79,clear sky
401,Yarada,IN,17.65,83.2667,83.98,72,100,4.72,overcast clouds
402,Oranjemund,NA,-28.55,16.4333,55.38,77,1,5.79,clear sky
403,Mbekenyera,TZ,-10.0,38.9833,61.86,92,0,2.46,clear sky
404,Bobrovka,RU,54.047,61.7455,55.06,87,4,7.58,clear sky
405,Asahikawa,JP,43.7678,142.3703,63.61,88,40,2.3,scattered clouds
406,Nara,JP,34.6851,135.8049,81.72,61,51,9.46,broken clouds
407,Freeport,US,40.6576,-73.5832,98.58,50,20,11.5,few clouds
408,Sao Filipe,CV,14.8961,-24.4956,74.79,86,88,6.2,overcast clouds
409,Zyryanka,RU,65.75,150.85,58.66,49,10,2.46,clear sky
410,Ust-Nera,RU,64.5667,143.2,66.69,62,46,5.59,scattered clouds
411,Nogales,MX,31.3086,-110.9422,97.72,32,0,12.66,clear sky
412,Dekar,BW,-21.5333,21.9333,54.37,47,5,8.86,clear sky
413,Hofn,IS,64.2539,-15.2082,50.74,87,32,2.42,scattered clouds
414,Muscatine,US,41.4667,-91.1335,90.09,45,0,14.97,clear sky
415,Ofaqim,IL,31.3141,34.6203,70.72,83,2,4.56,clear sky
416,Fairbanks,US,64.8378,-147.7164,66.22,56,75,6.91,broken clouds
417,Aykhal,RU,66.0,111.5,55.98,83,100,2.17,overcast clouds
418,San Pedro,PH,14.35,121.0167,82.26,85,40,2.3,scattered clouds
419,Elmwood Park,US,41.9211,-87.8092,90.97,51,75,18.41,broken clouds
420,Ossora,RU,59.2353,163.0719,61.61,62,2,7.65,clear sky
421,Batagay-Alyta,RU,67.8006,130.4114,55.83,65,92,4.05,overcast clouds
422,Lompoc,US,34.6391,-120.4579,89.02,74,0,16.11,clear sky
423,Wageningen,NL,51.9667,5.6667,61.95,96,100,8.05,overcast clouds
424,Vao,NC,-22.6667,167.4833,73.63,90,46,19.51,scattered clouds
425,Mazagao,BR,-0.115,-51.2894,78.85,84,84,4.34,broken clouds
426,Villamontes,BO,-21.25,-63.5,75.36,51,42,4.36,scattered clouds
427,Kavaratti,IN,10.5669,72.642,81.12,77,100,20.67,overcast clouds
428,Jasper,US,37.2001,-94.3502,104.38,19,0,11.5,clear sky
429,Vallenar,CL,-28.5708,-70.7581,61.48,71,0,2.55,clear sky
430,Purpe,RU,64.4803,76.6897,46.74,76,98,7.52,overcast clouds
431,Monywa,MM,22.1167,95.1333,79.61,90,100,6.46,overcast clouds
432,Santa Lucia,ES,27.9117,-15.5407,68.76,69,0,28.77,clear sky
433,Klaksvik,FO,62.2266,-6.589,49.12,86,47,3.65,scattered clouds
434,Kharitonovo,RU,61.4009,47.4978,58.46,90,68,4.85,broken clouds
435,Matara,LK,5.9485,80.5353,76.82,91,100,14.94,moderate rain
436,Belem De Sao Francisco,BR,-8.7539,-38.9658,74.59,56,73,18.25,broken clouds
437,Dingle,PH,10.9995,122.6711,79.75,90,97,5.59,overcast clouds
438,Beringovskiy,RU,63.05,179.3167,50.83,60,28,11.68,scattered clouds
439,Denpasar,ID,-8.65,115.2167,78.46,83,75,8.05,broken clouds
440,Adrar,MR,20.5022,-10.0711,93.06,31,88,2.82,overcast clouds
441,Yar-Sale,RU,66.8333,70.8333,43.52,86,100,12.53,light rain
442,Imeni Poliny Osipenko,RU,52.4201,136.4853,54.46,95,100,10.67,light rain
443,Peniche,PT,39.3558,-9.3811,68.29,85,65,17.69,broken clouds
444,Eregli,TR,37.5133,34.0467,63.68,39,0,2.84,clear sky
445,Matagami,CA,49.7502,-77.6328,62.71,94,100,10.36,mist
446,Arlit,NE,18.7369,7.3853,96.21,14,28,10.38,scattered clouds
447,Vestmannaeyjar,IS,63.4427,-20.2734,51.78,98,100,4.61,overcast clouds
448,Panjab,AF,34.388,67.0233,60.93,31,0,3.76,clear sky
449,Kizhinga,RU,51.8462,109.9097,60.06,88,100,3.49,light rain
450,Felipe Carrillo Puerto,MX,19.5833,-88.05,89.38,50,1,7.9,clear sky
451,Iquique,CL,-20.2208,-70.1431,59.04,84,91,2.26,overcast clouds
452,Ilam,NP,26.9167,87.9167,69.33,95,100,3.6,overcast clouds
453,Lac Du Bonnet,CA,50.2536,-96.0612,76.41,52,6,12.53,clear sky
454,Batemans Bay,AU,-35.7167,150.1833,53.1,82,87,2.93,overcast clouds
455,Vila,PT,42.0304,-8.1588,59.88,83,62,4.36,broken clouds
456,Brownsville,US,25.9018,-97.4975,95.09,59,0,18.41,clear sky
457,Sawang Daen Din,TH,17.4753,103.4575,76.17,99,100,7.81,overcast clouds
458,Metro,ID,-5.1131,105.3067,73.85,93,97,3.4,overcast clouds
459,San Patricio,US,28.017,-97.5169,95.18,50,33,19.1,scattered clouds
460,Borogontsy,RU,62.6683,131.1683,74.73,62,14,3.71,few clouds
461,Port Hedland,AU,-20.3167,118.5667,60.85,100,0,0.0,clear sky
462,Altay,CN,47.8667,88.1167,61.79,60,68,2.55,broken clouds
463,Ritchie,ZA,-29.038,24.6028,43.81,39,0,5.08,clear sky
464,Bat Khela,PK,34.6167,71.9714,78.17,82,98,0.27,overcast clouds
465,Puerto Leguizamo,CO,-0.1934,-74.7819,73.42,86,78,2.68,broken clouds
466,Prainha,BR,-1.8,-53.48,79.7,71,62,3.06,broken clouds
467,Torbeyevo,RU,54.0797,43.2473,56.26,96,81,11.34,broken clouds
468,Knysna,ZA,-34.0363,23.0471,54.14,68,80,5.19,broken clouds
469,Barsovo,RU,61.1667,73.1667,55.53,83,7,8.25,clear sky
470,Riobamba,EC,-1.6667,-78.6333,53.01,86,97,4.21,overcast clouds
471,Takhli,TH,15.2634,100.3438,79.75,92,100,7.16,overcast clouds
472,Santa Maria,BR,-29.6842,-53.8069,69.1,94,0,1.14,light rain
473,Gigmoto,PH,13.7796,124.39,82.81,83,30,7.07,scattered clouds
474,Nioaque,BR,-21.1353,-55.83,75.85,36,21,3.13,few clouds
475,Vilkaviskis,LT,54.6517,23.0322,65.44,83,6,4.32,clear sky
476,Xining,CN,36.6167,101.7667,46.04,87,32,2.66,scattered clouds
477,Kutum,SD,14.2,24.6667,75.74,55,97,4.38,overcast clouds
478,Tahoua,NE,14.8888,5.2692,83.61,55,50,7.65,scattered clouds
479,Atar,MR,20.5169,-13.0499,92.8,34,5,5.44,clear sky
480,Pizarro,CO,4.9533,-77.366,77.07,89,97,5.41,light rain
481,Bayji,IQ,34.9311,43.487,90.88,20,0,11.61,clear sky
482,Hualmay,PE,-11.0964,-77.6139,62.15,82,13,10.83,few clouds
483,Yumen,CN,40.2833,97.2,67.37,27,0,7.31,clear sky
484,Miandrivazo,MG,-19.5167,45.4667,67.53,55,3,4.47,clear sky
485,Gwanda,ZW,-20.9333,29.0,58.89,77,87,6.42,light rain
486,Nampula,MZ,-15.1165,39.2666,64.35,88,0,0.0,clear sky
487,Kotaparh,IN,19.15,82.35,73.54,95,100,5.48,overcast clouds
488,Provideniya,RU,64.3833,-173.3,42.91,87,100,15.99,light rain
489,Esso,RU,55.9333,158.7,68.52,68,15,7.81,few clouds
490,Irbit,RU,57.6705,63.071,52.23,96,34,5.06,scattered clouds
491,Saint-Augustin,CA,51.226,-58.6502,67.91,59,81,5.59,broken clouds
492,Youkounkoun,GN,12.5333,-13.1333,74.03,98,100,4.99,heavy intensity rain
493,Beloha,MG,-25.1667,45.05,63.93,79,1,5.12,clear sky
494,Les Cayes,HT,18.2,-73.75,83.25,73,59,6.73,broken clouds
495,Dingli,MT,35.8614,14.3822,77.81,73,0,2.3,clear sky
496,Karabuk,TR,41.2049,32.6277,61.21,95,4,1.74,clear sky
497,Henties Bay,NA,-22.116,14.2845,58.68,70,0,3.29,clear sky
498,Maputo,MZ,-25.9653,32.5892,65.88,94,40,2.3,fog
499,Cordoba,AR,-31.4135,-64.1811,60.24,54,0,5.75,clear sky
500,Waddan,LY,29.1614,16.139,76.62,54,0,10.11,clear sky
501,Otane,NZ,-39.8833,176.6333,50.02,72,100,9.17,overcast clouds
502,Santa Cruz,BO,-17.8,-63.1667,80.65,54,75,16.11,broken clouds
503,Xuddur,SO,4.1213,43.8894,70.97,75,58,20.0,broken clouds
504,Povenets,RU,62.8487,34.8262,63.63,76,40,4.16,scattered clouds
505,Lahijan,IR,37.2061,50.0029,76.78,81,39,5.68,scattered clouds
506,Richards Bay,ZA,-28.783,32.0377,66.18,84,79,6.04,broken clouds
507,Shache,CN,38.4167,77.2406,75.81,17,0,3.15,clear sky
508,Taoudenni,ML,22.6783,-3.9836,88.32,45,46,13.18,light rain
509,Liverpool,GB,53.4106,-2.9779,63.14,75,75,5.75,broken clouds
510,Dalby,AU,-27.1833,151.2667,53.98,97,100,3.0,heavy intensity rain
511,Pemba,MZ,-12.974,40.5178,72.3,83,40,7.0,scattered clouds
512,Tortoli,IT,39.9256,9.6572,80.42,74,0,5.75,clear sky
513,Mount Gambier,AU,-37.8333,140.7667,49.82,82,100,11.01,overcast clouds
514,Siloam Springs,US,36.1881,-94.5405,100.18,28,0,3.44,clear sky
515,San Carlos De Bariloche,AR,-41.1456,-71.3082,36.25,93,75,14.97,snow
516,Naze,JP,28.3667,129.4833,83.32,83,31,13.27,scattered clouds
517,Westport,US,41.1415,-73.3579,90.63,73,0,8.05,clear sky
518,Riyadh,SA,24.6877,46.7219,95.14,10,37,9.86,scattered clouds
519,Saint-Pierre,RE,-21.3393,55.4781,65.28,70,0,5.75,clear sky
520,Dongsheng,CN,39.8161,109.9776,57.43,85,100,12.55,overcast clouds
521,Camden,US,39.7835,-74.9663,94.95,53,93,1.99,overcast clouds
522,Katangli,RU,51.7102,143.2326,53.62,97,100,12.01,overcast clouds
523,Leningradskiy,RU,69.3833,178.4167,35.96,99,100,8.21,light rain
524,Hovd,MN,48.0056,91.6419,61.72,44,97,4.68,overcast clouds
525,Carthage,TN,36.8611,10.3316,76.53,78,0,1.14,clear sky
526,Turukhansk,RU,65.8167,87.9833,56.77,92,100,8.43,overcast clouds
527,Karaton,ID,-6.3424,106.1045,72.54,93,93,1.81,overcast clouds
528,Plasy,CZ,49.9345,13.3904,68.02,99,0,3.69,clear sky
529,Padang,ID,-0.9492,100.3543,75.25,87,92,4.18,overcast clouds
530,Guerrero Negro,MX,27.9769,-114.0611,77.14,53,5,21.74,clear sky
531,Peachland,CA,49.7665,-119.7357,96.85,18,65,12.46,broken clouds
532,Pogar,RU,52.554,33.2591,56.44,96,58,10.74,broken clouds
533,Hearst,CA,49.6835,-83.6665,71.85,90,58,10.11,heavy intensity rain
534,Nuuk,GL,64.1835,-51.7216,57.81,62,75,16.11,broken clouds
535,Troyes,FR,48.3333,4.0833,65.17,82,0,4.61,clear sky
536,Guarapari,BR,-20.6667,-40.4975,71.89,87,20,1.9,few clouds
537,Saint-Louis,SN,16.3333,-15.0,83.84,55,97,9.86,light rain
538,Yining,CN,29.0361,114.5636,81.16,84,84,1.79,broken clouds
539,Plettenberg Bay,ZA,-34.0527,23.3716,54.95,70,69,3.98,broken clouds
540,Husavik,IS,66.0449,-17.3389,49.98,82,87,3.51,overcast clouds
541,Isabela,PH,6.7085,121.9711,78.85,81,100,3.18,light rain
542,Gulbarga,IN,17.3333,76.8333,76.39,83,100,10.29,overcast clouds
543,Myronivka,UA,49.6601,30.9823,60.55,89,8,9.06,clear sky
544,Alice Springs,AU,-23.7,133.8833,36.95,70,0,0.0,clear sky
545,Kapuvar,HU,47.5922,17.0289,73.65,64,97,10.63,overcast clouds
546,Gamba,GA,-2.65,10.0,70.14,95,94,5.53,overcast clouds
547,Vardo,NO,70.3705,31.1107,53.58,100,100,2.3,overcast clouds
548,Camopi,GF,3.1655,-52.3158,74.03,93,90,3.0,overcast clouds
549,San Benito,US,36.6166,-121.0844,92.86,13,0,10.96,clear sky
550,Sergeyevka,KZ,53.88,67.4158,55.96,87,1,9.53,clear sky
551,Estevan,CA,49.1334,-102.9842,78.22,47,0,10.36,clear sky
552,West Bay,KY,19.3667,-81.4167,90.07,71,40,10.36,scattered clouds
553,Le Port,RE,-20.9373,55.2919,66.16,71,39,7.31,scattered clouds
554,Imbituba,BR,-28.24,-48.6703,68.09,89,14,8.81,few clouds
555,Along,IN,28.1667,94.7667,74.21,99,100,1.81,light rain
556,Pozhva,RU,59.0912,56.0847,54.27,95,36,5.21,scattered clouds
557,Oda,JP,35.1833,132.5,74.17,92,96,17.67,overcast clouds
558,Vigrestad,NO,58.5667,5.7,55.96,84,99,29.37,overcast clouds
559,Pesaro,IT,43.9036,12.8903,81.21,59,4,4.59,clear sky
560,Marovoay,MG,-16.1,46.6333,64.02,68,0,6.85,clear sky
561,Varkkallai,IN,8.7341,76.7067,78.58,91,100,8.72,overcast clouds
562,Burnie,AU,-41.0667,145.9167,51.93,85,86,13.24,overcast clouds
563,Laredo,US,27.5064,-99.5075,104.29,29,20,11.5,few clouds
564,Puqi,CN,29.7167,113.8833,82.36,84,59,4.65,broken clouds
565,Kirchheim,DE,50.8333,9.5667,64.0,95,33,5.46,scattered clouds
566,Nouadhibou,MR,20.931,-17.0347,75.18,88,18,10.36,few clouds
567,Launceston,AU,-41.45,147.1667,45.34,87,5,8.05,clear sky
568,Omboue,GA,-1.5746,9.2618,71.67,90,77,7.11,broken clouds
569,Tura,IN,25.5198,90.2201,74.21,97,100,3.71,light rain
570,Pochinki,RU,54.6988,44.8668,58.3,96,100,12.19,light rain
571,Maragogi,BR,-9.0122,-35.2225,73.72,89,90,8.75,overcast clouds
572,Kattivakkam,IN,13.2167,80.3167,78.89,74,97,10.45,overcast clouds
573,Tynda,RU,55.1667,124.7167,65.93,85,29,2.19,scattered clouds
574,Tromso,NO,69.6496,18.957,51.82,93,40,3.44,scattered clouds
575,Granger,US,41.7481,-86.1257,89.69,53,20,11.5,few clouds
576,Callaway,US,30.153,-85.5699,87.98,75,0,12.66,clear sky
577,Khasan,RU,42.4308,130.6434,68.0,97,100,2.93,overcast clouds
578,Benavente,ES,42.0025,-5.6783,66.74,71,5,9.42,clear sky
579,Banda Aceh,ID,5.5577,95.3222,80.01,77,100,9.73,overcast clouds
580,Half Moon Bay,US,37.4636,-122.4286,88.57,68,100,19.57,overcast clouds
581,Devrek,TR,41.2192,31.9558,66.24,84,44,2.84,scattered clouds
582,Abu Dhabi,AE,24.4667,54.3667,96.91,53,0,4.61,clear sky
583,Elliot,ZA,-31.3333,27.85,43.75,65,15,6.2,few clouds
584,Chipata,ZM,-13.6333,32.65,58.33,60,10,5.68,clear sky
585,Issaquah,US,47.5301,-122.0326,87.03,52,0,3.0,clear sky
586,Amlagora,IN,22.8333,87.3333,81.84,85,99,5.21,moderate rain
587,Nanyang,CN,32.9947,112.5328,78.28,94,95,5.64,overcast clouds
588,Gushikawa,JP,26.3544,127.8686,85.23,89,75,12.66,broken clouds
589,Pierre,US,44.3683,-100.351,94.28,24,0,11.5,clear sky
590,Polyarnyy,RU,69.1989,33.4478,62.98,76,99,6.96,overcast clouds
591,Nakhon Phanom,TH,17.3333,104.4167,73.4,95,100,7.81,overcast clouds
592,Sunndalsora,NO,62.6754,8.5515,54.86,98,100,3.69,overcast clouds
593,Mattru,SL,7.6244,-11.8332,73.15,91,89,3.31,overcast clouds
594,Port-Gentil,GA,-0.7193,8.7815,75.16,88,75,10.36,broken clouds
595,Oudtshoorn,ZA,-33.5907,22.2014,43.16,51,68,4.12,broken clouds
596,Yaan,NG,7.3833,8.5667,71.06,96,96,5.01,overcast clouds
597,La Ronge,CA,55.1001,-105.2842,68.25,49,75,17.27,broken clouds
598,Voh,NC,-20.9667,164.7,79.3,71,74,6.91,broken clouds
599,Augusto Correa,BR,-1.0217,-46.635,73.67,95,65,3.89,broken clouds
600,Rigaud,CA,45.4793,-74.3024,82.45,68,6,17.76,clear sky
601,Toamasina,MG,-18.1667,49.3833,66.2,94,75,4.61,broken clouds
602,Khovu-Aksy,RU,51.1333,93.6,54.05,67,39,3.85,scattered clouds
603,Petropavl,KZ,54.8753,69.1628,55.56,97,56,8.28,broken clouds
604,Norsup,VU,-16.0667,167.3833,81.46,79,23,13.89,few clouds
605,Armidale,AU,-30.5167,151.65,44.92,91,100,12.71,overcast clouds
606,Caravelas,BR,-17.7125,-39.2481,70.88,83,4,5.97,clear sky
607,Grindavik,IS,63.8424,-22.4338,53.55,100,100,4.61,light intensity drizzle
608,Guilin,CN,25.2819,110.2864,75.31,94,8,0.87,clear sky
609,Bentong,MY,3.5181,101.9079,73.53,97,87,0.6,overcast clouds
610,Hinton,CA,53.4001,-117.5857,81.3,24,57,9.46,broken clouds
611,Blythe,US,33.6103,-114.5964,111.04,17,0,9.22,clear sky
612,Tabou,CI,4.423,-7.3528,75.33,74,100,6.91,overcast clouds
613,Rocha,UY,-34.4833,-54.3333,48.94,94,100,4.76,overcast clouds
614,Perth,AU,-31.9333,115.8333,58.78,92,40,5.75,scattered clouds
615,Lumphat,KH,13.4878,106.9816,71.78,99,71,0.13,broken clouds
616,Magadan,RU,59.5667,150.8,70.54,72,60,2.35,broken clouds
617,Sobolevo,RU,54.4299,31.8996,54.18,95,0,7.78,clear sky
618,Gizo,SB,-8.103,156.8419,82.87,72,60,4.36,broken clouds
619,Ayan,RU,56.45,138.1667,58.23,90,99,5.01,overcast clouds
620,Meadow Lake,US,34.8014,-106.5436,97.95,21,66,8.08,broken clouds
621,Kareli,IN,22.9167,79.0667,75.81,95,100,7.18,overcast clouds
622,Sorland,NO,67.667,12.6934,51.66,92,100,20.4,overcast clouds
623,Aguilas,ES,37.4063,-1.5829,79.45,73,0,1.14,clear sky
624,Kailua,US,21.4022,-157.7394,84.18,70,40,14.97,moderate rain
625,At-Bashi,KG,41.1702,75.8106,59.58,40,0,5.03,clear sky
626,Puksoozero,RU,62.5903,40.6066,58.96,96,46,2.06,scattered clouds
627,Asfi,MA,32.2994,-9.2372,79.43,60,100,10.25,overcast clouds
628,Saiha,IN,22.4833,92.9667,70.99,98,100,2.39,light rain
629,Hay River,CA,60.8156,-115.7999,64.38,55,40,12.66,scattered clouds
630,La Grande,US,45.3246,-118.0877,96.01,18,1,9.06,clear sky
631,Linqiong,CN,30.4159,103.4609,73.22,96,100,4.43,light rain
632,Boca Do Acre,BR,-8.7522,-67.3978,80.47,51,6,1.32,clear sky
633,Kuhdasht,IR,33.535,47.6061,79.54,16,0,5.79,clear sky
634,Santo Antonio Do Sudoeste,BR,-26.0736,-53.7253,64.0,91,98,3.29,overcast clouds
635,Merauke,ID,-8.4667,140.3333,78.12,79,34,8.63,scattered clouds
636,Ulladulla,AU,-35.35,150.4667,56.91,77,50,8.46,scattered clouds
637,Koumac,NC,-20.5667,164.2833,79.3,71,90,10.02,overcast clouds
638,Bulle,CH,46.6195,7.0567,66.74,73,5,4.0,clear sky
639,Umm Lajj,SA,25.0213,37.2685,85.91,58,8,8.59,clear sky
640,Srinagar,IN,34.0833,74.8167,69.75,86,97,0.69,overcast clouds
641,Kieta,PG,-6.2167,155.6333,83.53,63,93,2.13,overcast clouds
642,Pacifica,US,37.6138,-122.4869,86.22,84,20,19.57,few clouds
643,High Level,CA,58.5169,-117.136,53.71,100,100,6.91,heavy intensity rain
644,Payo,ID,-3.7508,103.6372,71.49,94,92,1.74,overcast clouds
645,Batie,BF,9.8833,-2.9167,78.94,61,94,3.53,overcast clouds
646,Bunol,ES,39.4167,-0.7833,79.02,71,0,2.26,clear sky
647,Lima,PE,-12.0432,-77.0282,59.25,72,100,6.91,overcast clouds
648,Gat,IL,31.61,34.7642,77.68,100,2,2.39,clear sky
649,Soyo,AO,-6.1349,12.3689,69.46,90,13,10.0,few clouds
650,Hukuntsi,BW,-24.0,21.75,57.22,42,9,9.01,clear sky
651,Yenagoa,NG,4.9247,6.2642,74.23,89,88,3.62,overcast clouds
652,Belaya Gora,RU,68.5333,146.4167,57.85,43,8,9.95,clear sky
653,Wellingborough,GB,52.3027,-0.6945,66.42,72,98,9.17,overcast clouds
654,Suntar,RU,62.1444,117.6319,62.85,87,94,2.01,overcast clouds
655,Banfora,BF,10.6333,-4.7667,75.07,79,50,0.74,scattered clouds
656,Ust-Tsilma,RU,65.441,52.1498,50.38,75,31,4.94,scattered clouds
657,Mahon,ES,39.8885,4.2658,77.56,83,0,5.75,clear sky
658,Birjand,IR,32.8663,59.2211,72.07,17,0,4.61,clear sky
659,Rundu,NA,-17.9333,19.7667,61.77,38,87,6.42,overcast clouds
660,Sosnovo-Ozerskoye,RU,52.5249,111.5418,60.51,76,100,6.8,overcast clouds
661,Anadyr,RU,64.75,177.4833,54.1,54,40,15.66,scattered clouds
662,Hvolsvollur,IS,63.7533,-20.2243,50.45,96,100,2.86,overcast clouds
663,Potenza,IT,40.6443,15.8086,65.91,62,0,3.06,clear sky
664,Puerto Madero,MX,14.7208,-92.4215,77.2,100,75,0.0,broken clouds
665,Kedrovyy,RU,56.1667,91.8167,54.01,87,68,4.16,broken clouds
666,Pisco,PE,-13.7,-76.2167,62.65,77,100,14.97,overcast clouds
667,Inhambane,MZ,-23.865,35.3833,67.12,84,0,4.52,clear sky
668,Voyvozh,RU,62.892,54.9635,59.58,64,53,1.68,broken clouds
