City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
566,Nouadhibou,MR,75.18,few clouds,20.930999999999997,-17.0347,El Medina
568,Omboue,GA,71.67,broken clouds,-1.5746,9.2618,Hotel Olako
569,Tura,IN,74.21,light rain,25.5198,90.2201,Hotel RIKMAN Continental
571,Maragogi,BR,73.72,overcast clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
572,Kattivakkam,IN,78.89,overcast clouds,13.2167,80.3167,Euronova Freezer
573,Tynda,RU,65.93,scattered clouds,55.1667,124.7167,"Gostinitsa ""Tayezhnaya"""
575,Granger,US,89.69,few clouds,41.7481,-86.1257,Red Roof Inn South Bend - Mishawaka
576,Callaway,US,87.98,clear sky,30.153000000000002,-85.5699,"Holiday Inn Express & Suites Panama City-Tyndall, an IHG Hotel"
577,Khasan,RU,68.0,overcast clouds,42.4308,130.6434,Fangchuan Self-Driving Camp
578,Benavente,ES,66.74,clear sky,42.0025,-5.6783,Parador de Benavente
579,Banda Aceh,ID,80.01,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
580,Half Moon Bay,US,88.57,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
581,Devrek,TR,66.24,scattered clouds,41.2192,31.9558,Otel Kıyıcı
585,Issaquah,US,87.03,clear sky,47.5301,-122.0326,Hilton Garden Inn Seattle/Issaquah
586,Amlagora,IN,81.84,moderate rain,22.8333,87.3333,"Mohul Guest House, Garhbeta"
587,Nanyang,CN,78.28,overcast clouds,32.9947,112.5328,Wolong Memory Hotel
588,Gushikawa,JP,85.23,broken clouds,26.3544,127.8686,Kirari Guest House
589,Pierre,US,94.28,clear sky,44.3683,-100.351,Ramkota Hotel
591,Nakhon Phanom,TH,73.4,overcast clouds,17.3333,104.4167,ป่ายางรีสอร์ท
593,Mattru,SL,73.15,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
594,Port-Gentil,GA,75.16,broken clouds,-0.7193,8.7815,Fengshui Residence
596,Yaan,NG,71.06,overcast clouds,7.3833,8.5667,
597,La Ronge,CA,68.25,broken clouds,55.1001,-105.2842,Northland Motor Hotel
598,Voh,NC,79.3,broken clouds,-20.9667,164.7,Le gîte du Koniambo
599,Augusto Correa,BR,73.67,broken clouds,-1.0217,-46.635,Fazenda Bacuri
600,Rigaud,CA,82.45,clear sky,45.4793,-74.3024,Motel Belair
601,Toamasina,MG,66.2,broken clouds,-18.1667,49.3833,Hotel H1
604,Norsup,VU,81.46,few clouds,-16.0667,167.3833,Nabelchel Bungalows
606,Caravelas,BR,70.88,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
608,Guilin,CN,75.31,clear sky,25.2819,110.2864,Grand 0773 Hotel
609,Bentong,MY,73.53,overcast clouds,3.5181,101.9079,Tras Mutiara Hotel Bentong
610,Hinton,CA,81.3,broken clouds,53.4001,-117.5857,Econo Lodge & Suites
612,Tabou,CI,75.33,overcast clouds,4.423,-7.3528,hotêl doufoulougou
615,Lumphat,KH,71.78,broken clouds,13.4878,106.9816,Lumphat Homestay​ &​lake​side
616,Magadan,RU,70.54,broken clouds,59.5667,150.8,Magadan hotel
618,Gizo,SB,82.87,broken clouds,-8.103,156.8419,Imagination Island
621,Kareli,IN,75.81,overcast clouds,22.9167,79.0667,Maa Narmda Hoatal
623,Aguilas,ES,79.45,clear sky,37.4063,-1.5829,Hotel Carlos III
624,Kailua,US,84.18,moderate rain,21.4022,-157.7394,Sheffield House Bed & Breakfast
627,Asfi,MA,79.43,overcast clouds,32.2994,-9.2372,Hôtel Abda
628,Saiha,IN,70.99,light rain,22.4833,92.9667,"Circuit House, Siaha"
631,Linqiong,CN,73.22,light rain,30.4159,103.4609,Tianlun Tanxianglou Hotel
632,Boca Do Acre,BR,80.47,clear sky,-8.7522,-67.3978,Hotel Sao Pedro
633,Kuhdasht,IR,79.54,clear sky,33.535,47.6061,فروشگاه زنبیل
635,Merauke,ID,78.12,scattered clouds,-8.4667,140.3333,
637,Koumac,NC,79.3,overcast clouds,-20.5667,164.2833,Le Monitel
638,Bulle,CH,66.74,clear sky,46.6195,7.0567,Hotel ibis Bulle la Gruyere
639,Umm Lajj,SA,85.91,clear sky,25.0213,37.2685,Moon light Furnished Units
640,Srinagar,IN,69.75,overcast clouds,34.0833,74.8167,Hotel new green view 2
641,Kieta,PG,83.53,overcast clouds,-6.2167,155.6333,Uruna Bay Retreat
642,Pacifica,US,86.22,few clouds,37.6138,-122.4869,"Pacifica Lighthouse, Trademark Collection by Wyndham"
644,Payo,ID,71.49,overcast clouds,-3.7508,103.6372,Mess keban agung
645,Batie,BF,78.94,overcast clouds,9.8833,-2.9167,Auberge SONDAR AFACI
646,Bunol,ES,79.02,clear sky,39.4167,-0.7833,HOTEL CONDES DE BUÑOL
648,Gat,IL,77.68,clear sky,31.61,34.7642,OlusHome
649,Soyo,AO,69.46,few clouds,-6.1349,12.3689,Hospedaria ndozi'ame
651,Yenagoa,NG,74.23,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
653,Wellingborough,GB,66.42,overcast clouds,52.3027,-0.6945,Premier Inn Wellingborough hotel
655,Banfora,BF,75.07,scattered clouds,10.6333,-4.7667,Residences David Hebié
657,Mahon,ES,77.56,clear sky,39.8885,4.2658,ARTIEM Capri
658,Birjand,IR,72.07,clear sky,32.8663,59.2211,Birjand Tourist Hotel
663,Potenza,IT,65.91,clear sky,40.6443,15.8086,Park Hotel Centro Congressi
664,Puerto Madero,MX,77.2,broken clouds,14.7208,-92.4215,DEPARTAMENTOS LA ESTANCIA
667,Inhambane,MZ,67.12,clear sky,-23.865,35.3833,Oceano
